ProdID,Rating,Text
P3560,4,"Produto maravilhoso, funcionou perfeitamente."
P8752,2,"Muito ruim, não gostei."
P8200,5,"Ótimo custo-benefício, comprarei novamente."
P5316,1,"Péssima qualidade, não funciona direito."
P1585,2,Veio diferente do anúncio.
P6215,1,Produto chegou quebrado.
P8101,2,Decepcionado com a compra.
P1189,4,"Ótimo custo-benefício, comprarei novamente."
P8164,2,Produto chegou quebrado.
P7691,4,"Produto top, cumpre o que promete."
P8239,1,Frágil e mal acabado.
P4403,5,Gostei demais!
P6091,1,Veio diferente do anúncio.
P3613,5,"Excelente produto, super recomendo!"
P6240,1,Veio diferente do anúncio.
P6623,5,"Qualidade incrível, entrega rápida."
P1071,5,"Produto top, cumpre o que promete."
P2541,5,"Produto maravilhoso, funcionou perfeitamente."
P1184,2,"Horrível, não recomendo."
P7359,5,"Excelente produto, super recomendo!"
P8776,4,"Produto maravilhoso, funcionou perfeitamente."
P4248,2,Veio diferente do anúncio.
P3821,4,"Gostei muito, valeu a pena."
P7873,2,Produto chegou quebrado.
P9624,2,Produto chegou quebrado.
P4830,5,"Ótimo custo-benefício, comprarei novamente."
P8179,2,"Experiência horrível, perdi meu tempo."
P4776,4,"Amei esse produto, super útil."
P1355,4,"Qualidade incrível, entrega rápida."
P9788,5,"Excelente produto, super recomendo!"
P8624,1,Dinheiro jogado fora.
P5335,1,"Péssima qualidade, não funciona direito."
P9379,4,"Produto maravilhoso, funcionou perfeitamente."
P4863,4,"Amei esse produto, super útil."
P4338,4,"Excelente produto, super recomendo!"
P4029,5,"Amei esse produto, super útil."
P9534,1,"Péssima qualidade, não funciona direito."
P9189,5,Gostei demais!
P6741,5,"Produto maravilhoso, funcionou perfeitamente."
P3829,5,"Produto top, cumpre o que promete."
P1964,5,"Qualidade incrível, entrega rápida."
P9197,2,"Péssima qualidade, não funciona direito."
P2833,1,"Muito ruim, não gostei."
P9563,5,"Gostei muito, valeu a pena."
P8361,5,Muito bom mesmo!
P7900,4,"Excelente produto, super recomendo!"
P1203,1,"Experiência horrível, perdi meu tempo."
P8443,1,"Horrível, não recomendo."
P1868,2,Produto chegou quebrado.
P4830,1,Decepcionado com a compra.
P2932,2,"Atendimento péssimo, nunca mais."
P8494,5,"Nada a reclamar, só elogios."
P9910,1,Decepcionado com a compra.
P5810,5,"Ótimo custo-benefício, comprarei novamente."
P2116,1,"Horrível, não recomendo."
P1089,1,Frágil e mal acabado.
P3910,4,"Produto maravilhoso, funcionou perfeitamente."
P3344,2,Produto chegou quebrado.
P3576,1,Dinheiro jogado fora.
P7620,2,Veio diferente do anúncio.
P1196,1,Produto chegou quebrado.
P4802,2,"Péssima qualidade, não funciona direito."
P2555,1,"Atendimento péssimo, nunca mais."
P5041,4,"Gostei muito, valeu a pena."
P5095,5,"Amei esse produto, super útil."
P5160,1,Produto chegou quebrado.
P2701,2,Frágil e mal acabado.
P6467,1,"Atendimento péssimo, nunca mais."
P3500,5,"Nada a reclamar, só elogios."
P2086,4,Gostei demais!
P2719,2,"Experiência horrível, perdi meu tempo."
P3645,4,Muito bom mesmo!
P7434,1,"Horrível, não recomendo."
P8269,4,"Nada a reclamar, só elogios."
P8521,4,Gostei demais!
P9849,1,Decepcionado com a compra.
P2339,4,"Ótimo custo-benefício, comprarei novamente."
P8197,2,Dinheiro jogado fora.
P6989,1,Produto chegou quebrado.
P7951,1,Decepcionado com a compra.
P5950,4,"Excelente produto, super recomendo!"
P2498,4,"Produto maravilhoso, funcionou perfeitamente."
P4983,1,Veio diferente do anúncio.
P7709,1,Produto chegou quebrado.
P9183,1,Produto chegou quebrado.
P2184,1,Veio diferente do anúncio.
P8221,1,Veio diferente do anúncio.
P3794,4,Gostei demais!
P2692,1,"Muito ruim, não gostei."
P7981,4,"Qualidade incrível, entrega rápida."
P3279,1,Frágil e mal acabado.
P3319,5,Muito bom mesmo!
P6365,1,Decepcionado com a compra.
P9879,4,"Nada a reclamar, só elogios."
P1819,1,"Experiência horrível, perdi meu tempo."
P6968,5,"Ótimo custo-benefício, comprarei novamente."
P9028,2,"Péssima qualidade, não funciona direito."
P6144,1,Decepcionado com a compra.
P4311,5,"Amei esse produto, super útil."
P7634,4,"Produto top, cumpre o que promete."
P2206,5,Gostei demais!
P4074,2,"Horrível, não recomendo."
P8038,2,Dinheiro jogado fora.
P5861,4,"Amei esse produto, super útil."
P9216,5,"Gostei muito, valeu a pena."
P1523,1,"Experiência horrível, perdi meu tempo."
P8484,1,Decepcionado com a compra.
P8104,1,"Muito ruim, não gostei."
P2576,2,Dinheiro jogado fora.
P3864,4,Muito bom mesmo!
P6483,1,"Horrível, não recomendo."
P8356,2,Veio diferente do anúncio.
P3173,4,"Excelente produto, super recomendo!"
P8430,4,"Produto top, cumpre o que promete."
P7702,5,"Gostei muito, valeu a pena."
P1396,1,Produto chegou quebrado.
P4264,4,"Ótimo custo-benefício, comprarei novamente."
P5723,1,"Horrível, não recomendo."
P4999,1,"Atendimento péssimo, nunca mais."
P2480,5,Muito bom mesmo!
P1696,4,Gostei demais!
P6184,2,Produto chegou quebrado.
P5417,5,"Produto maravilhoso, funcionou perfeitamente."
P7452,1,"Horrível, não recomendo."
P9916,1,Decepcionado com a compra.
P1934,4,"Nada a reclamar, só elogios."
P8214,1,Veio diferente do anúncio.
P7270,1,Dinheiro jogado fora.
P7889,4,"Nada a reclamar, só elogios."
P3372,1,"Experiência horrível, perdi meu tempo."
P5694,5,"Gostei muito, valeu a pena."
P8967,5,"Produto top, cumpre o que promete."
P3633,4,"Gostei muito, valeu a pena."
P2374,4,"Ótimo custo-benefício, comprarei novamente."
P4802,2,Decepcionado com a compra.
P2793,1,Produto chegou quebrado.
P4633,4,"Qualidade incrível, entrega rápida."
P2881,4,"Gostei muito, valeu a pena."
P5053,5,"Produto maravilhoso, funcionou perfeitamente."
P5431,5,"Produto top, cumpre o que promete."
P4194,1,"Experiência horrível, perdi meu tempo."
P3607,2,Produto chegou quebrado.
P4311,4,"Nada a reclamar, só elogios."
P1345,1,Produto chegou quebrado.
P9609,5,"Produto top, cumpre o que promete."
P7694,1,Produto chegou quebrado.
P7001,5,Gostei demais!
P5492,4,"Gostei muito, valeu a pena."
P2345,4,"Excelente produto, super recomendo!"
P5133,2,Veio diferente do anúncio.
P6935,2,Produto chegou quebrado.
P5972,5,Muito bom mesmo!
P3334,5,"Gostei muito, valeu a pena."
P6392,2,Decepcionado com a compra.
P2503,2,Produto chegou quebrado.
P4709,5,"Produto top, cumpre o que promete."
P7666,5,"Amei esse produto, super útil."
P7060,5,"Amei esse produto, super útil."
P2267,5,"Excelente produto, super recomendo!"
P8859,4,Muito bom mesmo!
P1867,2,Decepcionado com a compra.
P4284,2,"Muito ruim, não gostei."
P1428,1,Dinheiro jogado fora.
P8796,5,"Ótimo custo-benefício, comprarei novamente."
P7406,1,"Muito ruim, não gostei."
P9356,5,"Produto maravilhoso, funcionou perfeitamente."
P1176,4,"Ótimo custo-benefício, comprarei novamente."
P4154,5,"Produto top, cumpre o que promete."
P4392,5,"Gostei muito, valeu a pena."
P7634,4,"Amei esse produto, super útil."
P4393,1,"Muito ruim, não gostei."
P8772,2,"Experiência horrível, perdi meu tempo."
P2114,2,Frágil e mal acabado.
P6759,4,Gostei demais!
P3714,1,"Experiência horrível, perdi meu tempo."
P8134,1,"Péssima qualidade, não funciona direito."
P6182,5,"Ótimo custo-benefício, comprarei novamente."
P7925,5,"Gostei muito, valeu a pena."
P3911,1,"Atendimento péssimo, nunca mais."
P7993,5,"Produto top, cumpre o que promete."
P2356,4,"Produto maravilhoso, funcionou perfeitamente."
P7624,1,"Atendimento péssimo, nunca mais."
P3359,2,Produto chegou quebrado.
P5953,2,"Péssima qualidade, não funciona direito."
P2387,2,Produto chegou quebrado.
P2915,4,"Qualidade incrível, entrega rápida."
P4513,1,"Péssima qualidade, não funciona direito."
P9303,2,Frágil e mal acabado.
P6125,5,"Produto top, cumpre o que promete."
P7030,2,"Atendimento péssimo, nunca mais."
P2928,5,"Excelente produto, super recomendo!"
P3644,1,"Horrível, não recomendo."
P8716,2,"Experiência horrível, perdi meu tempo."
P8905,1,"Muito ruim, não gostei."
P5819,1,"Experiência horrível, perdi meu tempo."
P5711,2,"Muito ruim, não gostei."
P1989,4,"Ótimo custo-benefício, comprarei novamente."
P1731,1,Decepcionado com a compra.
P6196,1,"Experiência horrível, perdi meu tempo."
P8458,1,"Péssima qualidade, não funciona direito."
P9955,1,"Péssima qualidade, não funciona direito."
P8820,4,"Produto maravilhoso, funcionou perfeitamente."
P4492,5,Gostei demais!
P8074,5,Gostei demais!
P1458,1,Veio diferente do anúncio.
P5003,1,Produto chegou quebrado.
P5636,1,"Horrível, não recomendo."
P3319,2,"Horrível, não recomendo."
P6530,1,Veio diferente do anúncio.
P9217,4,Muito bom mesmo!
P8119,1,Produto chegou quebrado.
P9118,5,"Nada a reclamar, só elogios."
P3982,5,"Ótimo custo-benefício, comprarei novamente."
P6112,2,Decepcionado com a compra.
P6716,1,"Horrível, não recomendo."
P2855,4,Gostei demais!
P9844,5,"Produto maravilhoso, funcionou perfeitamente."
P9137,4,"Nada a reclamar, só elogios."
P6828,2,"Atendimento péssimo, nunca mais."
P3807,1,Decepcionado com a compra.
P3610,4,"Ótimo custo-benefício, comprarei novamente."
P4367,4,Muito bom mesmo!
P4493,5,"Amei esse produto, super útil."
P8483,4,"Excelente produto, super recomendo!"
P6411,4,"Amei esse produto, super útil."
P5381,5,"Qualidade incrível, entrega rápida."
P9732,2,Produto chegou quebrado.
P7309,1,"Atendimento péssimo, nunca mais."
P2035,2,"Muito ruim, não gostei."
P8595,2,Dinheiro jogado fora.
P1112,2,Frágil e mal acabado.
P8364,5,"Produto maravilhoso, funcionou perfeitamente."
P6185,1,Dinheiro jogado fora.
P5623,5,"Ótimo custo-benefício, comprarei novamente."
P8047,1,Decepcionado com a compra.
P7245,4,"Qualidade incrível, entrega rápida."
P3929,1,Veio diferente do anúncio.
P7362,2,Produto chegou quebrado.
P5181,2,Decepcionado com a compra.
P4996,1,Frágil e mal acabado.
P2943,5,Muito bom mesmo!
P8395,4,"Qualidade incrível, entrega rápida."
P5554,5,"Nada a reclamar, só elogios."
P7228,5,"Ótimo custo-benefício, comprarei novamente."
P5570,4,"Produto maravilhoso, funcionou perfeitamente."
P3879,4,"Amei esse produto, super útil."
P6528,5,"Produto maravilhoso, funcionou perfeitamente."
P7355,2,Veio diferente do anúncio.
P1821,4,"Produto maravilhoso, funcionou perfeitamente."
P1022,5,"Qualidade incrível, entrega rápida."
P9493,2,"Horrível, não recomendo."
P1353,2,Frágil e mal acabado.
P6907,1,Frágil e mal acabado.
P2896,1,"Atendimento péssimo, nunca mais."
P6467,2,"Péssima qualidade, não funciona direito."
P9750,1,Decepcionado com a compra.
P9457,2,Frágil e mal acabado.
P4066,1,"Horrível, não recomendo."
P5465,1,"Muito ruim, não gostei."
P6387,1,Dinheiro jogado fora.
P9344,2,Decepcionado com a compra.
P7629,4,"Qualidade incrível, entrega rápida."
P6501,2,"Experiência horrível, perdi meu tempo."
P4313,1,Veio diferente do anúncio.
P1623,1,Decepcionado com a compra.
P4304,5,"Produto maravilhoso, funcionou perfeitamente."
P9912,2,"Péssima qualidade, não funciona direito."
P9106,4,"Produto maravilhoso, funcionou perfeitamente."
P5046,2,"Péssima qualidade, não funciona direito."
P7077,1,Decepcionado com a compra.
P3587,4,"Produto maravilhoso, funcionou perfeitamente."
P7379,2,"Atendimento péssimo, nunca mais."
P3579,5,"Excelente produto, super recomendo!"
P7217,4,"Nada a reclamar, só elogios."
P3584,1,Veio diferente do anúncio.
P4276,5,"Produto top, cumpre o que promete."
P7658,2,Decepcionado com a compra.
P1378,2,Dinheiro jogado fora.
P7542,5,"Ótimo custo-benefício, comprarei novamente."
P6057,1,"Péssima qualidade, não funciona direito."
P6142,4,"Qualidade incrível, entrega rápida."
P5490,5,Muito bom mesmo!
P7773,1,Frágil e mal acabado.
P7129,5,Gostei demais!
P9593,5,"Nada a reclamar, só elogios."
P3564,4,"Amei esse produto, super útil."
P1326,4,"Nada a reclamar, só elogios."
P9465,2,"Muito ruim, não gostei."
P3424,1,"Muito ruim, não gostei."
P5510,1,Frágil e mal acabado.
P2999,4,"Nada a reclamar, só elogios."
P3690,1,Frágil e mal acabado.
P1953,1,"Muito ruim, não gostei."
P9255,1,Decepcionado com a compra.
P3414,1,"Péssima qualidade, não funciona direito."
P2489,5,"Qualidade incrível, entrega rápida."
P5067,1,Frágil e mal acabado.
P4426,1,Frágil e mal acabado.
P8130,2,Produto chegou quebrado.
P2250,1,Decepcionado com a compra.
P1980,2,Frágil e mal acabado.
P1667,5,"Gostei muito, valeu a pena."
P4387,5,Gostei demais!
P7345,5,"Produto maravilhoso, funcionou perfeitamente."
P4358,1,"Péssima qualidade, não funciona direito."
P7105,1,"Horrível, não recomendo."
P2326,2,"Péssima qualidade, não funciona direito."
P7134,1,"Muito ruim, não gostei."
P5683,2,"Muito ruim, não gostei."
P8581,4,"Qualidade incrível, entrega rápida."
P5514,1,Frágil e mal acabado.
P4841,5,"Gostei muito, valeu a pena."
P8676,1,"Experiência horrível, perdi meu tempo."
P4129,2,"Péssima qualidade, não funciona direito."
P1457,4,Muito bom mesmo!
P7472,1,Veio diferente do anúncio.
P5303,4,Gostei demais!
P9198,4,"Gostei muito, valeu a pena."
P9744,2,Veio diferente do anúncio.
P1706,1,Dinheiro jogado fora.
P6967,1,Produto chegou quebrado.
P5465,5,Muito bom mesmo!
P4394,1,"Experiência horrível, perdi meu tempo."
P4458,4,Muito bom mesmo!
P9978,5,"Nada a reclamar, só elogios."
P9083,5,"Produto top, cumpre o que promete."
P6208,4,"Gostei muito, valeu a pena."
P5156,2,Frágil e mal acabado.
P8499,1,"Muito ruim, não gostei."
P8683,1,Produto chegou quebrado.
P4330,2,"Péssima qualidade, não funciona direito."
P4668,4,"Nada a reclamar, só elogios."
P2271,1,Decepcionado com a compra.
P5252,1,"Experiência horrível, perdi meu tempo."
P7058,4,"Amei esse produto, super útil."
P5307,4,"Ótimo custo-benefício, comprarei novamente."
P7363,2,"Atendimento péssimo, nunca mais."
P2997,1,Dinheiro jogado fora.
P1963,4,Muito bom mesmo!
P6175,4,"Nada a reclamar, só elogios."
P9817,2,Decepcionado com a compra.
P6090,4,"Nada a reclamar, só elogios."
P5161,5,Muito bom mesmo!
P9181,2,"Péssima qualidade, não funciona direito."
P2098,2,Produto chegou quebrado.
P4203,1,Produto chegou quebrado.
P5867,4,"Produto top, cumpre o que promete."
P3270,2,"Experiência horrível, perdi meu tempo."
P3824,5,"Excelente produto, super recomendo!"
P4646,4,"Nada a reclamar, só elogios."
P5070,4,"Gostei muito, valeu a pena."
P9666,5,"Produto maravilhoso, funcionou perfeitamente."
P5319,1,Frágil e mal acabado.
P1778,5,"Ótimo custo-benefício, comprarei novamente."
P3688,5,"Amei esse produto, super útil."
P2710,1,Veio diferente do anúncio.
P9018,2,"Péssima qualidade, não funciona direito."
P8851,2,"Experiência horrível, perdi meu tempo."
P8703,4,Gostei demais!
P3224,1,"Péssima qualidade, não funciona direito."
P3900,4,"Amei esse produto, super útil."
P5066,5,Muito bom mesmo!
P8930,1,Produto chegou quebrado.
P7164,4,"Produto maravilhoso, funcionou perfeitamente."
P9711,1,Produto chegou quebrado.
P8266,2,"Muito ruim, não gostei."
P8791,1,"Experiência horrível, perdi meu tempo."
P6357,5,"Amei esse produto, super útil."
P8940,2,Decepcionado com a compra.
P6108,2,"Muito ruim, não gostei."
P5377,4,"Excelente produto, super recomendo!"
P7505,4,"Produto top, cumpre o que promete."
P6954,4,Gostei demais!
P7863,4,"Qualidade incrível, entrega rápida."
P4930,4,Muito bom mesmo!
P6398,5,"Gostei muito, valeu a pena."
P4434,5,Muito bom mesmo!
P4535,1,Dinheiro jogado fora.
P6479,2,"Horrível, não recomendo."
P4899,1,"Horrível, não recomendo."
P1775,2,Decepcionado com a compra.
P7004,5,Gostei demais!
P1297,4,"Nada a reclamar, só elogios."
P8806,2,Veio diferente do anúncio.
P7636,1,Frágil e mal acabado.
P4945,4,"Qualidade incrível, entrega rápida."
P3412,1,"Péssima qualidade, não funciona direito."
P1996,4,"Produto top, cumpre o que promete."
P5891,1,Decepcionado com a compra.
P5878,1,Veio diferente do anúncio.
P7094,5,"Gostei muito, valeu a pena."
P9157,2,"Muito ruim, não gostei."
P6865,5,"Gostei muito, valeu a pena."
P9742,5,Gostei demais!
P6760,4,"Ótimo custo-benefício, comprarei novamente."
P3345,4,"Qualidade incrível, entrega rápida."
P9979,2,"Muito ruim, não gostei."
P8188,2,Dinheiro jogado fora.
P2966,1,Veio diferente do anúncio.
P5711,2,"Péssima qualidade, não funciona direito."
P8972,2,Dinheiro jogado fora.
P5307,5,Muito bom mesmo!
P2540,2,Veio diferente do anúncio.
P4349,5,"Gostei muito, valeu a pena."
P1573,2,Frágil e mal acabado.
P7081,1,"Péssima qualidade, não funciona direito."
P1082,5,"Amei esse produto, super útil."
P7549,5,"Amei esse produto, super útil."
P9201,5,"Nada a reclamar, só elogios."
P6405,5,"Ótimo custo-benefício, comprarei novamente."
P9293,2,Decepcionado com a compra.
P6613,1,"Muito ruim, não gostei."
P4506,4,"Excelente produto, super recomendo!"
P6566,5,"Produto top, cumpre o que promete."
P4357,1,"Muito ruim, não gostei."
P1909,1,Decepcionado com a compra.
P1723,4,"Excelente produto, super recomendo!"
P3849,2,Frágil e mal acabado.
P1529,4,"Produto top, cumpre o que promete."
P7709,1,"Horrível, não recomendo."
P2109,5,"Produto maravilhoso, funcionou perfeitamente."
P3127,2,Dinheiro jogado fora.
P2147,5,Gostei demais!
P4189,4,"Produto top, cumpre o que promete."
P1617,1,"Muito ruim, não gostei."
P6851,2,Dinheiro jogado fora.
P7223,5,Gostei demais!
P5452,4,Muito bom mesmo!
P9898,2,"Horrível, não recomendo."
P2905,2,"Péssima qualidade, não funciona direito."
P9276,2,"Horrível, não recomendo."
P9520,5,"Gostei muito, valeu a pena."
P7345,5,Gostei demais!
P2631,5,"Amei esse produto, super útil."
P8669,5,"Produto maravilhoso, funcionou perfeitamente."
P8821,1,"Péssima qualidade, não funciona direito."
P4805,5,Muito bom mesmo!
P5271,4,"Amei esse produto, super útil."
P7818,4,"Qualidade incrível, entrega rápida."
P9008,5,"Amei esse produto, super útil."
P7381,4,"Nada a reclamar, só elogios."
P7312,2,Veio diferente do anúncio.
P3351,1,"Horrível, não recomendo."
P8643,5,"Qualidade incrível, entrega rápida."
P7369,4,Gostei demais!
P9989,5,"Produto maravilhoso, funcionou perfeitamente."
P7766,5,"Produto maravilhoso, funcionou perfeitamente."
P3811,2,"Atendimento péssimo, nunca mais."
P3404,4,"Produto top, cumpre o que promete."
P9688,4,"Excelente produto, super recomendo!"
P8666,5,Gostei demais!
P5527,4,"Gostei muito, valeu a pena."
P3210,4,"Gostei muito, valeu a pena."
P3583,1,"Atendimento péssimo, nunca mais."
P7122,2,"Experiência horrível, perdi meu tempo."
P3462,5,"Produto top, cumpre o que promete."
P3447,4,"Produto maravilhoso, funcionou perfeitamente."
P4148,2,"Experiência horrível, perdi meu tempo."
P2461,1,"Experiência horrível, perdi meu tempo."
P3387,5,"Gostei muito, valeu a pena."
P4138,5,"Nada a reclamar, só elogios."
P6883,5,Muito bom mesmo!
P5013,2,Veio diferente do anúncio.
P9207,2,Decepcionado com a compra.
P6069,4,"Qualidade incrível, entrega rápida."
P4459,5,"Excelente produto, super recomendo!"
P4582,2,Frágil e mal acabado.
P3469,2,Decepcionado com a compra.
P3062,4,"Produto top, cumpre o que promete."
P4888,5,"Excelente produto, super recomendo!"
P1565,2,"Atendimento péssimo, nunca mais."
P5189,5,"Ótimo custo-benefício, comprarei novamente."
P6704,4,"Qualidade incrível, entrega rápida."
P7366,5,"Produto top, cumpre o que promete."
P7772,1,Frágil e mal acabado.
P5723,4,"Excelente produto, super recomendo!"
P1856,5,Gostei demais!
P2083,1,"Horrível, não recomendo."
P2123,2,Frágil e mal acabado.
P3155,1,"Horrível, não recomendo."
P8422,5,"Produto maravilhoso, funcionou perfeitamente."
P3321,2,Frágil e mal acabado.
P9993,1,Frágil e mal acabado.
P6375,4,"Nada a reclamar, só elogios."
P4658,2,"Péssima qualidade, não funciona direito."
P3723,4,"Produto maravilhoso, funcionou perfeitamente."
P4061,2,Frágil e mal acabado.
P2761,1,Decepcionado com a compra.
P2620,1,"Atendimento péssimo, nunca mais."
P9967,4,"Produto maravilhoso, funcionou perfeitamente."
P2082,5,"Amei esse produto, super útil."
P2386,5,"Produto top, cumpre o que promete."
P5727,2,Frágil e mal acabado.
P7557,4,"Gostei muito, valeu a pena."
P6313,4,"Amei esse produto, super útil."
P6536,2,Veio diferente do anúncio.
P8917,1,Frágil e mal acabado.
P3006,2,Veio diferente do anúncio.
P2033,2,Decepcionado com a compra.
P1330,4,"Nada a reclamar, só elogios."
P7213,2,"Muito ruim, não gostei."
P7357,2,Decepcionado com a compra.
P7640,2,"Horrível, não recomendo."
P5190,5,Muito bom mesmo!
P1710,1,"Experiência horrível, perdi meu tempo."
P6834,4,Muito bom mesmo!
P9055,1,"Atendimento péssimo, nunca mais."
P7064,1,"Muito ruim, não gostei."
P6362,5,"Produto maravilhoso, funcionou perfeitamente."
P5845,5,"Nada a reclamar, só elogios."
P6825,1,"Muito ruim, não gostei."
P2267,5,"Ótimo custo-benefício, comprarei novamente."
P1603,4,"Produto maravilhoso, funcionou perfeitamente."
P4148,4,"Amei esse produto, super útil."
P6954,5,"Amei esse produto, super útil."
P9141,4,"Gostei muito, valeu a pena."
P5682,5,"Gostei muito, valeu a pena."
P3377,4,Muito bom mesmo!
P4924,1,"Horrível, não recomendo."
P2779,1,Decepcionado com a compra.
P7062,1,Dinheiro jogado fora.
P5923,1,"Atendimento péssimo, nunca mais."
P8199,2,Veio diferente do anúncio.
P5412,2,"Horrível, não recomendo."
P8321,4,"Gostei muito, valeu a pena."
P8967,5,"Produto maravilhoso, funcionou perfeitamente."
P2041,2,Veio diferente do anúncio.
P8209,1,"Péssima qualidade, não funciona direito."
P5646,2,"Muito ruim, não gostei."
P7279,1,Decepcionado com a compra.
P8196,5,"Produto maravilhoso, funcionou perfeitamente."
P2709,4,"Qualidade incrível, entrega rápida."
P3015,5,"Produto maravilhoso, funcionou perfeitamente."
P6249,4,"Produto top, cumpre o que promete."
P2798,4,Muito bom mesmo!
P3768,5,"Produto maravilhoso, funcionou perfeitamente."
P1092,5,"Amei esse produto, super útil."
P6708,2,"Horrível, não recomendo."
P5181,1,"Horrível, não recomendo."
P2287,4,"Ótimo custo-benefício, comprarei novamente."
P4834,1,"Experiência horrível, perdi meu tempo."
P5015,2,Veio diferente do anúncio.
P2862,1,Veio diferente do anúncio.
P1270,4,"Ótimo custo-benefício, comprarei novamente."
P8393,5,"Excelente produto, super recomendo!"
P2865,5,"Gostei muito, valeu a pena."
P8608,4,"Excelente produto, super recomendo!"
P1968,4,"Qualidade incrível, entrega rápida."
P2891,4,"Nada a reclamar, só elogios."
P7877,4,"Qualidade incrível, entrega rápida."
P4595,4,Gostei demais!
P8538,4,"Produto top, cumpre o que promete."
P1986,5,Gostei demais!
P5880,4,"Amei esse produto, super útil."
P2245,2,Frágil e mal acabado.
P1165,5,Gostei demais!
P3248,2,"Péssima qualidade, não funciona direito."
P1189,1,"Experiência horrível, perdi meu tempo."
P9968,4,"Produto maravilhoso, funcionou perfeitamente."
P1022,5,"Qualidade incrível, entrega rápida."
P9112,4,"Produto maravilhoso, funcionou perfeitamente."
P9864,5,"Amei esse produto, super útil."
P4573,5,"Excelente produto, super recomendo!"
P1197,1,Produto chegou quebrado.
P6605,2,Dinheiro jogado fora.
P7277,5,"Amei esse produto, super útil."
P2121,5,Gostei demais!
P9196,2,"Horrível, não recomendo."
P9196,2,Dinheiro jogado fora.
P6731,2,Veio diferente do anúncio.
P5542,2,"Péssima qualidade, não funciona direito."
P6375,2,"Horrível, não recomendo."
P1119,2,"Experiência horrível, perdi meu tempo."
P2285,2,Frágil e mal acabado.
P3749,5,"Produto top, cumpre o que promete."
P4818,1,Veio diferente do anúncio.
P4694,2,Decepcionado com a compra.
P4533,1,Decepcionado com a compra.
P5923,5,"Ótimo custo-benefício, comprarei novamente."
P6436,5,"Nada a reclamar, só elogios."
P3416,5,"Amei esse produto, super útil."
P4299,2,"Muito ruim, não gostei."
P9197,5,"Produto top, cumpre o que promete."
P1436,5,"Gostei muito, valeu a pena."
P9729,5,"Qualidade incrível, entrega rápida."
P7852,1,Frágil e mal acabado.
P3470,2,"Muito ruim, não gostei."
P9233,4,Muito bom mesmo!
P8052,1,Produto chegou quebrado.
P4250,1,"Muito ruim, não gostei."
P9249,1,"Atendimento péssimo, nunca mais."
P6285,2,"Péssima qualidade, não funciona direito."
P9896,2,"Horrível, não recomendo."
P7059,5,"Nada a reclamar, só elogios."
P5205,2,"Experiência horrível, perdi meu tempo."
P7628,2,"Péssima qualidade, não funciona direito."
P8274,2,Veio diferente do anúncio.
P4149,1,Dinheiro jogado fora.
P4557,5,Gostei demais!
P7144,2,Produto chegou quebrado.
P7496,5,"Excelente produto, super recomendo!"
P1717,4,"Excelente produto, super recomendo!"
P2470,2,"Atendimento péssimo, nunca mais."
P5325,2,Decepcionado com a compra.
P1397,2,Dinheiro jogado fora.
P5569,5,"Nada a reclamar, só elogios."
P6729,2,Veio diferente do anúncio.
P5816,5,"Gostei muito, valeu a pena."
P5719,1,Frágil e mal acabado.
P9828,2,Decepcionado com a compra.
P4542,4,"Produto top, cumpre o que promete."
P8830,2,Decepcionado com a compra.
P3848,5,"Excelente produto, super recomendo!"
P4554,2,"Péssima qualidade, não funciona direito."
P4490,1,"Muito ruim, não gostei."
P9994,4,Gostei demais!
P8920,1,"Atendimento péssimo, nunca mais."
P1518,4,"Produto top, cumpre o que promete."
P9358,1,"Experiência horrível, perdi meu tempo."
P8436,4,"Qualidade incrível, entrega rápida."
P5922,1,Produto chegou quebrado.
P5358,4,"Nada a reclamar, só elogios."
P3855,4,"Nada a reclamar, só elogios."
P4110,1,"Péssima qualidade, não funciona direito."
P2985,2,"Horrível, não recomendo."
P5139,4,"Ótimo custo-benefício, comprarei novamente."
P4275,2,Dinheiro jogado fora.
P6912,1,"Atendimento péssimo, nunca mais."
P5970,4,"Qualidade incrível, entrega rápida."
P5201,2,"Horrível, não recomendo."
P9403,2,"Péssima qualidade, não funciona direito."
P5439,1,Dinheiro jogado fora.
P9355,4,Muito bom mesmo!
P1337,5,"Amei esse produto, super útil."
P5577,2,Dinheiro jogado fora.
P7936,5,"Amei esse produto, super útil."
P5276,4,Gostei demais!
P8418,1,"Muito ruim, não gostei."
P4952,5,Muito bom mesmo!
P8751,5,"Ótimo custo-benefício, comprarei novamente."
P2874,2,"Atendimento péssimo, nunca mais."
P1057,2,Decepcionado com a compra.
P5998,5,"Excelente produto, super recomendo!"
P1631,2,"Atendimento péssimo, nunca mais."
P9753,1,"Péssima qualidade, não funciona direito."
P6125,4,"Qualidade incrível, entrega rápida."
P5291,5,"Amei esse produto, super útil."
P9734,4,"Produto maravilhoso, funcionou perfeitamente."
P7274,5,"Qualidade incrível, entrega rápida."
P4696,1,"Atendimento péssimo, nunca mais."
P4898,1,Decepcionado com a compra.
P4589,4,"Excelente produto, super recomendo!"
P7902,1,"Horrível, não recomendo."
P7690,2,"Muito ruim, não gostei."
P6716,2,Produto chegou quebrado.
P2183,1,"Muito ruim, não gostei."
P6061,5,"Ótimo custo-benefício, comprarei novamente."
P3828,1,"Péssima qualidade, não funciona direito."
P1511,4,"Qualidade incrível, entrega rápida."
P2601,4,"Qualidade incrível, entrega rápida."
P2669,4,"Produto top, cumpre o que promete."
